字	分部	原書讀音	原書聲調	版本標記	含粵語音義版本標記	(1974)頁	(1974)位置	(1974)解釋	(1974)數碼化編註	(1996)編號	(1996)頁	(1996)位置	(1996)解釋	(1996)數碼化編註	讀音
嗉	S(沙)音起頭之字	soey	陰去聲	3	0	110	3			10156	291	3			[3:verbal]seoi3
嵗	S(沙)音起頭之字	soey	陰去聲	3	0	110	4			10157	291	4			[3]seoi3
帥	S(沙)音起頭之字	soey	陰去聲	3	0	110	5			10158	291	5			[3]seoi3
帨	S(沙)音起頭之字	soey	陰去聲	3	0	110	6			10159	291	6			[3]seoi3
稅	S(沙)音起頭之字	soey	陰去聲	3	0	110	7			10160	291	7			[3]seoi3
蛻	S(沙)音起頭之字	soey	陰去聲	3	0	110	8			10161	292	8			[3]seoi3
說	S(沙)音起頭之字	soey	陰去聲	3	0	110	9			10162	292	9			[3]seoi3
率	S(沙)音起頭之字	soey	陰去聲	3	0	110	10			10163	292	10			[3]seoi3
誰	S(沙)音起頭之字	soey	陽平聲	3	0	110	1			10164	292	1			[3]seoi4
垂	S(沙)音起頭之字	soey	陽平聲	3	0	110	2			10165	292	2			[3]seoi4
𡸁	S(沙)音起頭之字	soey	陽平聲	3	0	110	3	同上		10166	292	3			[3]seoi4
倕	S(沙)音起頭之字	soey	陽平聲	3	0	110	4			10167	292	4			[3]seoi4
箠	S(沙)音起頭之字	soey	陽平聲	3	0	110	5			10168	292	5			[3]seoi4
陲	S(沙)音起頭之字	soey	陽平聲	3	0	110	6			10169	292	6			[3]seoi4
錘	S(沙)音起頭之字	soey	陽平聲	3	0	110	7			10170	292	7			[3:rare]seoi4
圌	S(沙)音起頭之字	soey	陽平聲	3	0	110	8			10171	292	8			[3]seoi4
髓	S(沙)音起頭之字	soey	陽上聲	3	0	110	1			10172	292	1			[3]seoi5
絮	S(沙)音起頭之字	soey	陽上聲	3	0	110	2	習讀。綿～，粗棉		10173	292	2			[3:common]seoi5
墅	S(沙)音起頭之字	soey	陽上聲	3	0	110	3			10174	292	3			[3]seoi5
醑	S(沙)音起頭之字	soey	陽上聲	3	0	110	4			10175	292	4			[3:common]seoi5
巂	S(沙)音起頭之字	soey	陽上聲	3	0	110	5			10176	292	5			[3]seoi5
嶲	S(沙)音起頭之字	soey	陽上聲	3	0	110	6			10177	292	6			[3]seoi5
緒	S(沙)音起頭之字	soey	陽上聲	3	0	110	7			10178	292	7			[3]seoi5
瑞	S(沙)音起頭之字	soey	陽去聲	3	0	110	1			10179	292	1			[3]seoi6
彗	S(沙)音起頭之字	soey	陽去聲	3	0	110	2			10180	292	2			[3]seoi6
槥	S(沙)音起頭之字	soey	陽去聲	3	0	110	3			10181	292	3			[3]seoi6
篲	S(沙)音起頭之字	soey	陽去聲	3	0	110	4			10182	292	4			[3:also]seoi6
睡	S(沙)音起頭之字	soey	陽去聲	3	0	110	5			10183	292	5			[3]seoi6
祟	S(沙)音起頭之字	soey	陽去聲	3	0	110	6			10184	292	6			[3]seoi6
遂	S(沙)音起頭之字	soey	陽去聲	3	0	110	7			10185	292	7			[3]seoi6
燧	S(沙)音起頭之字	soey	陽去聲	3	0	110	8			10186	292	8			[3]seoi6
璲	S(沙)音起頭之字	soey	陽去聲	3	0	110	9			10187	292	9			[3]seoi6
穟	S(沙)音起頭之字	soey	陽去聲	3	0	110	10			10188	292	10			[3]seoi6
邃	S(沙)音起頭之字	soey	陽去聲	3	0	110	11			10189	292	11			[3]seoi6
襚	S(沙)音起頭之字	soey	陽去聲	3	0	110	12			10190	292	12			[3]seoi6
隧	S(沙)音起頭之字	soey	陽去聲	3	0	110	13			10191	292	13			[3]seoi6
穗	S(沙)音起頭之字	soey	陽去聲	3	0	110	14			10192	292	14			[3]seoi6
繐	S(沙)音起頭之字	soey	陽去聲	3	0	110	15			10193	292	15			[3:also]seoi6
倅	S(沙)音起頭之字	soey	陽去聲	3	0	110	16			10194	292	16			[3]seoi6
啐	S(沙)音起頭之字	soey	陽去聲	3	0	110	17			10195	292	17			[3]seoi6
淬	S(沙)音起頭之字	soey	陽去聲	3	0	110	18			10196	292	18			[3]seoi6
悴	S(沙)音起頭之字	soey	陽去聲	3	0	110	19			10197	292	19			[3]seoi6
焠	S(沙)音起頭之字	soey	陽去聲	3	0	110	20			10198	292	20			[3]seoi6
睟	S(沙)音起頭之字	soey	陽去聲	3	0	110	21			10199	292	21			[3]seoi6
瘁	S(沙)音起頭之字	soey	陽去聲	3	0	110	22			10200	292	22			[3]seoi6
膵	S(沙)音起頭之字	soey	陽去聲	3	0	110	23			10201	292	23			[3]seoi6
萃	S(沙)音起頭之字	soey	陽去聲	3	0	110	24			10202	292	24			[3]seoi6
粹	S(沙)音起頭之字	soey	陽去聲	3	0	110	25			10203	293	25			[3]seoi6
誶	S(沙)音起頭之字	soey	陽去聲	3	0	110	26	責罵，訴～。嘲弄。又高去		10204	293	26			[3]seoi6;[3:also]seoi3
顇	S(沙)音起頭之字	soey	陽去聲	3	0	110	27			10205	293	27			[3]seoi6
絮	S(沙)音起頭之字	soey	陽去聲	3	0	110	28	原讀。粗棉，舊棉		10206	293	28			[3:original]seoi6
晬	S(沙)音起頭之字	soey	陽去聲	3	0	110	29			10207	293	29			[3:verbal]seoi6
術	S(沙)音起頭之字	soey	陽去聲	3	0	110	30			10208	293	30			[3]seoi6
膗	S(沙)音起頭之字	soey	陽去聲	3	0	110	31			10209	293	31			[3]seoi6
索	S(沙)音起頭之字	sog	中入聲	3	0	110	1			10210	293	1			[3]sok8
朔	S(沙)音起頭之字	sog	中入聲	3	0	110	2			10211	293	2			[3]sok8
嗍	S(沙)音起頭之字	sog	中入聲	3	0	110	3			10212	293	3			[3]sok8
搠	S(沙)音起頭之字	sog	中入聲	3	0	110	4			10213	293	4			[3]sok8
槊	S(沙)音起頭之字	sog	中入聲	3	0	110	5			10214	293	5			[3]sok8
矟	S(沙)音起頭之字	sog	中入聲	3	0	110	6			10215	293	6			[3]sok8
箾	S(沙)音起頭之字	sog	中入聲	3	0	110	7			10216	293	7			[3]sok8
漱	S(沙)音起頭之字	sog	中入聲	3	0	110	8			10217	293	8			[3:verbal]sok8
數	S(沙)音起頭之字	sog	中入聲	3	0	110	9			10218	293	9			[3]sok8
𦂗	S(沙)音起頭之字	sog	中入聲	2	0					10219	293	10	語詞，用帶抽緊，「～褲頭帶」。此字《廣韻》《集韻》音朔，又《博雅》「縢～」，緘也。		[2]sok8
蒴	S(沙)音起頭之字	sog	中入聲	2	0					10219A	293	11			[2]sok8
鰓	S(沙)音起頭之字	soi	陰平聲	3	0	110	1			10220	293	1			[3]soi1
顋	S(沙)音起頭之字	soi	陰平聲	3	0	110	2			10221	293	2			[3]soi1
腮	S(沙)音起頭之字	soi	陰平聲	3	0	110	3			10222	293	3			[3]soi1
䰄	S(沙)音起頭之字	soi	陰平聲	3	0	110	4			10223	293	4			[3]soi1
思	S(沙)音起頭之字	soi	陰平聲	3	0	110	5			10224	293	5			[3]soi1
愢	S(沙)音起頭之字	soi	陰平聲	3	0	110	6			10225	293	6			[3]soi1
毸	S(沙)音起頭之字	soi	陰平聲	3	0	110	7			10226	293	7			[3]soi1
䚡	S(沙)音起頭之字	soi	陰平聲	3	0	110	8			10227	293	8			[3]soi1
蓑	S(沙)音起頭之字	soi	陰平聲	3	0	110	9			10228	293	9			[3]soi1
桑	S(沙)音起頭之字	song	陰平聲	3	0	110	1			10229	293	1			[3]song1
喪	S(沙)音起頭之字	song	陰平聲	3	0	110	2			10230	293	2			[3]song1
顙	S(沙)音起頭之字	song	陰平聲	3	0	110	3			10231	293	3			[3]song1
爽	S(沙)音起頭之字	song	陰上聲	3	0	110	1			10232	293	1			[3]song2
塽	S(沙)音起頭之字	song	陰上聲	3	0	110	2			10233	293	2			[3]song2
嗓	S(沙)音起頭之字	song	陰上聲	3	0	110	3			10234	293	3			[3]song2
搡	S(沙)音起頭之字	song	陰上聲	3	0	110	4			10235	293	4			[3]song2
磉	S(沙)音起頭之字	song	陰上聲	3	0	110	5			10236	293	5			[3]song2
顙	S(沙)音起頭之字	song	陰上聲	3	0	110	6			10237	293	6			[3]song2
礎	S(沙)音起頭之字	song	陰上聲	3	0	110	7			10238	293	7			[3]song2
喪	S(沙)音起頭之字	song	陰去聲	3	0	110	1			10239	294	1			[3]song3
蘇	S(沙)音起頭之字	sou	陰平聲	3	0	111	1			10240	294	1			[3]sou1
囌	S(沙)音起頭之字	sou	陰平聲	3	0	111	2			10241	294	2			[3]sou1
穌	S(沙)音起頭之字	sou	陰平聲	3	0	111	3			10242	294	3			[3]sou1
酥	S(沙)音起頭之字	sou	陰平聲	3	0	111	4			10243	294	4			[3]sou1
鬚	S(沙)音起頭之字	sou	陰平聲	3	0	111	5			10244	294	5			[3]sou1
臊	S(沙)音起頭之字	sou	陰平聲	3	0	111	6			10245	294	6			[3]sou1
搔	S(沙)音起頭之字	sou	陰平聲	3	0	111	7	以爪甲爬。通騷，～擾。又音爪，甲也		10246	294	7			[3]sou1;[3:also]zaau2
慅	S(沙)音起頭之字	sou	陰平聲	3	0	111	8			10247	294	8			[3]sou1
騷	S(沙)音起頭之字	sou	陰平聲	3	0	111	9	苦惱，擾亂，詩文。～人。又音嫂，通掃		10248	294	9			[3]sou1;[3:also]sou2
繅	S(沙)音起頭之字	sou	陰平聲	3	0	111	10			10249	294	10			[3]sou1
甦	S(沙)音起頭之字	sou	陰平聲	3	0	111	11			10250	294	11			[3]sou1
鰠	S(沙)音起頭之字	sou	陰平聲	3	0	111	12			10251	294	12			[3]sou1
嫂	S(沙)音起頭之字	sou	陰上聲	3	0	111	1			10252	294	1			[3]sou2
㛮	S(沙)音起頭之字	sou	陰上聲	3	0	111	2			10253	294	2			[3]sou2
數	S(沙)音起頭之字	sou	陰上聲	3	0	111	3			10254	294	3			[3]sou2
掃	S(沙)音起頭之字	sou	陰上聲	3	0	111	4			10255	294	4			[3:original]sou2
數	S(沙)音起頭之字	sou	陰去聲	3	0	111	1			10256	294	1			[3]sou3
埽	S(沙)音起頭之字	sou	陰去聲	3	0	111	2			10257	294	2			[3]sou3
掃	S(沙)音起頭之字	sou	陰去聲	3	0	111	3			10258	294	3			[3]sou3
泝	S(沙)音起頭之字	sou	陰去聲	3	0	111	4			10259	294	4			[3]sou3
訴	S(沙)音起頭之字	sou	陰去聲	3	0	111	5			10260	294	5			[3]sou3
素	S(沙)音起頭之字	sou	陰去聲	3	0	111	6			10261	294	6			[3]sou3
嗉	S(沙)音起頭之字	sou	陰去聲	3	0	111	7			10262	294	7			[3]sou3
愫	S(沙)音起頭之字	sou	陰去聲	3	0	111	8			10263	294	8			[3]sou3
膆	S(沙)音起頭之字	sou	陰去聲	3	0	111	9	同嗉，鳥喉下受食處。語音碎		10264	294	9			[3]sou3;[3:verbal]seoi3
塑	S(沙)音起頭之字	sou	陰去聲	3	0	111	10			10265	294	10			[3]sou3
愬	S(沙)音起頭之字	sou	陰去聲	3	0	111	11			10266	294	11			[3]sou3
溯	S(沙)音起頭之字	sou	陰去聲	3	0	111	12			10267	294	12			[3]sou3
遡	S(沙)音起頭之字	sou	陰去聲	3	0	111	13			10268	294	13			[3]sou3
㴑	S(沙)音起頭之字	sou	陰去聲	3	0	111	14			10269	294	14			[3]sou3
臊	S(沙)音起頭之字	sou	陰去聲	3	0	111	15			10270	294	15			[3]sou3
氉	S(沙)音起頭之字	sou	陰去聲	3	0	111	16			10271	294	16			[3]sou3
叔	S(沙)音起頭之字	sug	陰入聲	3	0	111	1			10272	294	1			[3]suk7
踧	S(沙)音起頭之字	sug	陰入聲	3	0	111	2			10273	294	2			[3:common]suk7
粟	S(沙)音起頭之字	sug	陰入聲	3	0	111	3			10274	295	3			[3]suk7
宿	S(沙)音起頭之字	sug	陰入聲	3	0	111	4			10275	295	4			[3]suk7
蓿	S(沙)音起頭之字	sug	陰入聲	3	0	111	5			10276	295	5			[3]suk7
縮	S(沙)音起頭之字	sug	陰入聲	3	0	111	6			10277	295	6			[3]suk7
蹜	S(沙)音起頭之字	sug	陰入聲	3	0	111	7			10278	295	7			[3]suk7
夙	S(沙)音起頭之字	sug	陰入聲	3	0	111	8			10279	295	8			[3]suk7
肅	S(沙)音起頭之字	sug	陰入聲	3	0	111	9			10280	295	9			[3]suk7
橚	S(沙)音起頭之字	sug	陰入聲	3	0	111	10			10281	295	10			[3]suk7
玉	S(沙)音起頭之字	sug	陰入聲	3	0	111	11			10282	295	11			[3]suk7
驌	S(沙)音起頭之字	sug	陰入聲	3	0	111	12			10283	295	12			[3]suk7
鷫	S(沙)音起頭之字	sug	陰入聲	3	0	111	13			10284	295	13			[3]suk7
倏	S(沙)音起頭之字	sug	陰入聲	3	0	111	14			10285	295	14			[3]suk7
倐	S(沙)音起頭之字	sug	陰入聲	3	0	111	15			10286	295	15			[3]suk7
儵	S(沙)音起頭之字	sug	陰入聲	3	0	111	16			10287	295	16			[3]suk7
謖	S(沙)音起頭之字	sug	陰入聲	3	0	111	17			10288	295	17			[3]suk7
餿	S(沙)音起頭之字	sug	陰入聲	3	3	111	18	語音。食物變味		10289	295	18			[3:verbal]suk7
蜀	S(沙)音起頭之字	sug	陽入聲	3	0	111	1			10290	295	1			[3]suk9
蠋	S(沙)音起頭之字	sug	陽入聲	3	0	111	2			10291	295	2			[3:common]suk9
屬	S(沙)音起頭之字	sug	陽入聲	3	0	111	3			10292	295	3			[3]suk9
孰	S(沙)音起頭之字	sug	陽入聲	3	0	111	4			10293	295	4			[3]suk9
塾	S(沙)音起頭之字	sug	陽入聲	3	0	111	5			10294	295	5			[3]suk9
熟	S(沙)音起頭之字	sug	陽入聲	3	0	111	6			10295	295	6			[3]suk9
俶	S(沙)音起頭之字	sug	陽入聲	3	0	111	7			10296	295	7			[3]suk9
淑	S(沙)音起頭之字	sug	陽入聲	3	0	111	8			10297	295	8			[3]suk9
菽	S(沙)音起頭之字	sug	陽入聲	3	0	111	9			10298	295	9			[3]suk9
贖	S(沙)音起頭之字	sug	陽入聲	3	0	111	10			10299	295	10			[3]suk9
妯	S(沙)音起頭之字	sug	陽入聲	3	0	111	11			10300	295	11			[3:also]suk9
崧	S(沙)音起頭之字	sung	陰平聲	3	0	111	1			10301	295	1			[3]sung1
淞	S(沙)音起頭之字	sung	陰平聲	3	0	111	2			10302	295	2			[3]sung1
菘	S(沙)音起頭之字	sung	陰平聲	3	0	111	3			10303	295	3			[3]sung1
鬆	S(沙)音起頭之字	sung	陰平聲	3	0	111	4			10304	295	4			[3]sung1
嵩	S(沙)音起頭之字	sung	陰平聲	3	0	111	5			10305	295	5			[3]sung1
從	S(沙)音起頭之字	sung	陰平聲	3	0	111	6			10306	295	6			[3]sung1
娀	S(沙)音起頭之字	sung	陰平聲	3	0	111	7			10307	295	7			[3]sung1
聳	S(沙)音起頭之字	sung	陰上聲	3	0	111	1			10308	295	1			[3]sung2
慫	S(沙)音起頭之字	sung	陰上聲	3	0	111	2			10309	295	2			[3]sung2
悚	S(沙)音起頭之字	sung	陰上聲	3	0	111	3			10310	295	3			[3]sung2
竦	S(沙)音起頭之字	sung	陰上聲	3	0	111	4			10311	295	4			[3]sung2
㩳	S(沙)音起頭之字	sung	陰上聲	3	0	111	5			10312	295	5			[3]sung2
宋	S(沙)音起頭之字	sung	陰去聲	3	0	111	1			10313	295	1			[3]sung3
送	S(沙)音起頭之字	sung	陰去聲	3	0	111	2			10314	295	2			[3]sung3
餸	S(沙)音起頭之字	sung	陰去聲	3	3	111	3	粵字，家常肴饌，北方作菜		10315	295	3			[3]sung3
崇	S(沙)音起頭之字	sung	陽平聲	3	0	111	1			10316	296	1			[3:common]sung4
書	S(沙)音起頭之字	sy	陰平聲	3	0	111	1			10317	296	1			[3]syu1
樞	S(沙)音起頭之字	sy	陰平聲	3	0	111	2			10318	296	2			[3]syu1
妤	S(沙)音起頭之字	sy	陰平聲	3	0	111	3			10319	296	3			[3:also]syu1
抒	S(沙)音起頭之字	sy	陰平聲	3	0	111	4			10320	296	4			[3]syu1
紓	S(沙)音起頭之字	sy	陰平聲	3	0	111	5			10321	296	5			[3]syu1
舒	S(沙)音起頭之字	sy	陰平聲	3	0	111	6			10322	296	6			[3]syu1
攄	S(沙)音起頭之字	sy	陰平聲	3	0	111	7			10323	296	7			[3]syu1
毹	S(沙)音起頭之字	sy	陰平聲	3	0	111	8			10324	296	8			[3:rare]syu1
毺	S(沙)音起頭之字	sy	陰平聲	3	0	111	9			10325	296	9			[3:rare]syu1
輸	S(沙)音起頭之字	sy	陰平聲	3	0	111	10			10326	296	10			[3]syu1
摴	S(沙)音起頭之字	sy	陰平聲	3	0	111	11			10327	296	11			[3]syu1
樗	S(沙)音起頭之字	sy	陰平聲	3	0	111	12			10328	296	12			[3]syu1
暑	S(沙)音起頭之字	sy	陰上聲	3	0	111	1			10329	296	1			[3]syu2
黍	S(沙)音起頭之字	sy	陰上聲	3	0	111	2			10330	296	2			[3]syu2
鼠	S(沙)音起頭之字	sy	陰上聲	3	0	111	3			10331	296	3			[3]syu2
癙	S(沙)音起頭之字	sy	陰上聲	3	0	111	4			10332	296	4			[3]syu2
庶	S(沙)音起頭之字	sy	陰去聲	3	0	111	1			10333	296	1			[3]syu3
恕	S(沙)音起頭之字	sy	陰去聲	3	0	111	2			10334	296	2			[3]syu3
戍	S(沙)音起頭之字	sy	陰去聲	3	0	111	3			10335	296	3			[3]syu3
輸	S(沙)音起頭之字	sy	陰去聲	3	0	111	4			10336	296	4			[3]syu3
處	S(沙)音起頭之字	sy	陰去聲	3	0	112	5			10337	296	5			[3:verbal]syu3
殊	S(沙)音起頭之字	sy	陽平聲	3	0	112	1			10338	296	1			[3]syu4
薯	S(沙)音起頭之字	sy	陽平聲	3	0	112	2			10339	296	2			[3]syu4
姝	S(沙)音起頭之字	sy	陽平聲	3	0	112	3			10340	296	3			[3]syu4
銖	S(沙)音起頭之字	sy	陽平聲	3	0	112	4			10341	296	4			[3:rare]syu4
洙	S(沙)音起頭之字	sy	陽平聲	3	0	112	5			10342	296	5			[3:rare]syu4
提	S(沙)音起頭之字	sy	陽平聲	3	0	112	6			10343	296	6			[3]syu4
蜍	S(沙)音起頭之字	sy	陽平聲	3	0	112	7			10344	296	7			[3:rare]syu4
殳	S(沙)音起頭之字	sy	陽平聲	3	0	112	8			10345	296	8			[3]syu4
曙	S(沙)音起頭之字	sy	陽上聲	3	0	112	1			10346	296	1			[3]syu5
薯	S(沙)音起頭之字	sy	陽上聲	3	0	112	2			10347	296	2			[3:rare]syu5
署	S(沙)音起頭之字	sy	陽上聲	3	0	112	3			10348	296	3			[3:original]syu5
樹	S(沙)音起頭之字	sy	陽上聲	3	0	112	4			10349	296	4			[3]syu5
樹	S(沙)音起頭之字	sy	陽去聲	3	0	112	1			10350	296	1			[3]syu6
澍	S(沙)音起頭之字	sy	陽去聲	3	0	112	2			10351	296	2			[3]syu6
裋	S(沙)音起頭之字	sy	陽去聲	3	0	112	3			10352	297	3			[3]syu6
豎	S(沙)音起頭之字	sy	陽去聲	3	0	112	4			10353	297	4			[3]syu6
竪	S(沙)音起頭之字	sy	陽去聲	3	0	112	5			10354	297	5			[3]syu6
雪	S(沙)音起頭之字	syd	中入聲	3	3	112	1	雨遇寒凝結而成，又洗淨也，如～恥。粵語作人造冰解，如～糕，即北方之冰淇淋也		10355	297	1			[3]syut8
說	S(沙)音起頭之字	syd	中入聲	3	0	112	2			10356	297	2			[3]syut8
鱈	S(沙)音起頭之字	syd	中入聲	3	0	112	3			10357	297	3			[3]syut8
宣	S(沙)音起頭之字	syn	陰平聲	3	0	112	1			10358	297	1			[3]syun1
亘	S(沙)音起頭之字	syn	陰平聲	3	0	112	2			10359	297	2			[3]syun1
揎	S(沙)音起頭之字	syn	陰平聲	3	0	112	3			10360	297	3			[3]syun1
瑄	S(沙)音起頭之字	syn	陰平聲	3	0	112	4			10361	297	4			[3]syun1
孫	S(沙)音起頭之字	syn	陰平聲	3	0	112	5			10362	297	5			[3]syun1
搎	S(沙)音起頭之字	syn	陰平聲	3	0	112	6			10363	297	6			[3]syun1
猻	S(沙)音起頭之字	syn	陰平聲	3	0	112	7			10364	297	7			[3]syun1
蓀	S(沙)音起頭之字	syn	陰平聲	3	0	112	8			10365	297	8			[3]syun1
悛	S(沙)音起頭之字	syn	陰平聲	3	0	112	9			10366	297	9			[3]syun1
狻	S(沙)音起頭之字	syn	陰平聲	3	0	112	10			10367	297	10			[3]syun1
痠	S(沙)音起頭之字	syn	陰平聲	3	0	112	11			10368	297	11			[3]syun1
朘	S(沙)音起頭之字	syn	陰平聲	3	0	112	12			10369	297	12			[3:also]syun1
渲	S(沙)音起頭之字	syn	陰平聲	3	0	112	13	畫法，淋水墨頻擦之使濃淡		10370	297	13			[3]syun1
酸	S(沙)音起頭之字	syn	陰平聲	3	0	112	14			10371	297	14			[3]syun1
飧	S(沙)音起頭之字	syn	陰平聲	3	0	112	15			10372	297	15			[3]syun1
飱	S(沙)音起頭之字	syn	陰平聲	3	0	112	16			10373	297	16			[3]syun1
嬛	S(沙)音起頭之字	syn	陰平聲	3	0	112	17	輕麗貌，亦讀喧		10374	297	17			[3]syun1;[3:also]syun1
損	S(沙)音起頭之字	syn	陰上聲	3	0	112	1			10375	297	1			[3]syun2
選	S(沙)音起頭之字	syn	陰上聲	3	0	112	2			10376	297	2			[3]syun2
撰	S(沙)音起頭之字	syn	陰上聲	3	0	112	3			10377	297	3			[3:also]syun2
算	S(沙)音起頭之字	syn	陰去聲	3	0	112	1			10378	297	1			[3]syun3
筭	S(沙)音起頭之字	syn	陰去聲	3	0	112	2			10379	297	2			[3]syun3
祘	S(沙)音起頭之字	syn	陰去聲	3	0	112	3			10380	297	3			[3]syun3
蒜	S(沙)音起頭之字	syn	陰去聲	3	0	112	4			10381	297	4			[3]syun3
笇	S(沙)音起頭之字	syn	陰去聲	3	0	112	5			10382	297	5			[3]syun3
篹	S(沙)音起頭之字	syn	陰去聲	3	0	112	6			10383	297	6			[3]syun3
渲	S(沙)音起頭之字	syn	陰去聲	3	0	112	7	又讀。～刷，畫法		10384	297	7			[3:also]syun3
選	S(沙)音起頭之字	syn	陰去聲	3	0	112	8			10385	297	8			[3]syun3
船	S(沙)音起頭之字	syn	陽平聲	3	0	112	1			10386	297	1			[3]syun4
旋	S(沙)音起頭之字	syn	陽平聲	3	0	112	2			10387	297	2			[3]syun4
漩	S(沙)音起頭之字	syn	陽平聲	3	0	112	3			10388	298	3			[3]syun4
璇	S(沙)音起頭之字	syn	陽平聲	3	0	112	4			10389	298	4			[3]syun4
鏇	S(沙)音起頭之字	syn	陽平聲	3	0	112	5			10390	298	5			[3]syun4
璿	S(沙)音起頭之字	syn	陽平聲	3	0	112	6			10391	298	6			[3]syun4
還	S(沙)音起頭之字	syn	陽平聲	3	0	112	7			10392	298	7			[3]syun4
舡	S(沙)音起頭之字	syn	陽平聲	3	0	112	8			10393	298	8			[3:common]syun4
雋	S(沙)音起頭之字	syn	陽上聲	3	0	112	1			10394	298	1			[3]syun5
吮	S(沙)音起頭之字	syn	陽上聲	3	0	112	2			10395	298	2			[3]syun5
篆	S(沙)音起頭之字	syn	陽去聲	3	0	112	1			10396	298	1			[3]syun6
瑑	S(沙)音起頭之字	syn	陽去聲	3	0	112	2			10397	298	2			[3]syun6
鐫	S(沙)音起頭之字	syn	陽去聲	3	0	112	3			10398	298	3			[3:rare]syun6
他	T(他)音起頭之字	ta	陰平聲	3	0	112	1			10399	299	1			[3]taa1
她	T(他)音起頭之字	ta	陰平聲	3	0	112	2			10400	299	2			[3]taa1
牠	T(他)音起頭之字	ta	陰平聲	3	0	112	3			10401	299	3			[3]taa1
怹	T(他)音起頭之字	ta	陰平聲	3	0	112	4			10402	299	4			[3]taa1
它	T(他)音起頭之字	ta	陰平聲	3	0	112	5			10403	299	5			[3]taa1
鉈	T(他)音起頭之字	ta	陰平聲	3	0	112	6			10404	299	6			[3]taa1
塔	T(他)音起頭之字	tab	中入聲	3	0	112	1			10405	299	1			[3]taap8
嗒	T(他)音起頭之字	tab	中入聲	3	0	112	2			10406	299	2			[3]taap8
塌	T(他)音起頭之字	tab	中入聲	3	0	112	3			10407	299	3			[3]taap8
搨	T(他)音起頭之字	tab	中入聲	3	0	112	4			10408	299	4			[3]taap8
榻	T(他)音起頭之字	tab	中入聲	3	0	112	5			10409	299	5			[3]taap8
:⿰石⿱日羽	T(他)音起頭之字	tab	中入聲	3	0	112	6	（分韻）埕～；（學粵）金䂿葬甕		10410	299	6			[3]taap8
遢	T(他)音起頭之字	tab	中入聲	3	0	112	7			10411	299	7			[3]taap8
闒	T(他)音起頭之字	tab	中入聲	3	0	112	8			10412	299	8			[3]taap8
鎉	T(他)音起頭之字	tab	中入聲	3	0	112	9			10413	299	9			[3]taap8
㯓	T(他)音起頭之字	tab	中入聲	3	0	112	10			10414	299	10			[3]taap8
漯	T(他)音起頭之字	tab	中入聲	3	0	112	11			10415	299	11			[3]taap8
拓	T(他)音起頭之字	tab	中入聲	3	0	112	12			10416	299	12			[3]taap8
錔	T(他)音起頭之字	tab	中入聲	3	0	112	13			10417	299	13			[3]taap8
䍇	T(他)音起頭之字	tab	中入聲	2	0					10418	299	14	語詞，底寬口略大之壜，見《廣州話本字考》。此字本音托合切，下平缶也，見《玉篇》。此詞俗寫不甚穩定，如⿰石𦐇、䂿及塔均有。		[2]taap8
撻	T(他)音起頭之字	tad	中入聲	3	0	112	1			10419	299	1			[3]taat8
躂	T(他)音起頭之字	tad	中入聲	3	0	112	2			10420	299	2			[3]taat8
韃	T(他)音起頭之字	tad	中入聲	3	0	112	3			10421	299	3			[3]taat8
達	T(他)音起頭之字	tad	中入聲	3	0	112	4			10422	299	4			[3]taat8
闥	T(他)音起頭之字	tad	中入聲	3	0	112	5			10423	299	5			[3]taat8
趿	T(他)音起頭之字	tad	中入聲	3	0	112	6			10424	299	6			[3]taat8
鰨	T(他)音起頭之字	tad	中入聲	3	0	112	7	語音。～沙，俗作撻沙魚，屬比目魚科。此字本讀榻音		10425	299	7			[3:verbal]taat8;[3:original]taap9
㿹	T(他)音起頭之字	tad	中入聲	2	0					10426	299	8			[2]taat8
梯	T(他)音起頭之字	tae	陰平聲	3	0	113	1			10427	299	1			[3]tai1
銻	T(他)音起頭之字	tae	陰平聲	3	0	113	2			10428	299	2			[3]tai1
體	T(他)音起頭之字	tae	陰上聲	3	0	113	1			10429	300	1			[3]tai2
体	T(他)音起頭之字	tae	陰上聲	3	0	113	2			10430	300	2			[3]tai2
睇	T(他)音起頭之字	tae	陰上聲	3	3	113	3	視也，看也。此字漢時通行於河南南部、江西西部、兩廣兩潮等地方，今則只有兩廣粵語還用。見楊雄著《方言》		10431	300	3			[3]tai2
